mode,source,design_method,window,cutoff_hz,beta,tap_index,coefficient
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,103,0.0118150226084399
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,104,0.0123493145981483
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,105,0.0115537960545017
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,106,0.00937541703368495
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,107,0.00590062141995075
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,108,0.00136010737522322
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,109,-0.00387978214451925
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,110,-0.00933905831636805
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,111,-0.0144582243162621
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,112,-0.0186420948272473
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,113,-0.0213098152264604
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,114,-0.0219468610517833
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,115,-0.0201544287064602
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,116,-0.015691673927585
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,117,-0.00850672407835317
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,118,0.00124674790319226
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,119,0.0132094161324969
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,120,0.0268332855983855
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,121,0.0414148941080112
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,122,0.0561424046364999
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,123,0.0701529842933817
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,124,0.0825958896259667
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,125,0.0926960956858343
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,126,0.099813177068155
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,127,0.103490490125578
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,128,0.103490490125578
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,129,0.099813177068155
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,130,0.0926960956858343
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,131,0.0825958896259667
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,132,0.0701529842933817
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,133,0.0561424046364999
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,134,0.0414148941080112
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,135,0.0268332855983855
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,136,0.0132094161324969
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,137,0.00124674790319226
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,138,-0.00850672407835317
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,139,-0.015691673927585
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,140,-0.0201544287064602
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,141,-0.0219468610517833
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,142,-0.0213098152264604
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,143,-0.0186420948272473
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,144,-0.0144582243162621
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,145,-0.00933905831636805
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,146,-0.00387978214451925
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,147,0.00136010737522322
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,148,0.00590062141995075
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,149,0.00937541703368495
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,150,0.0115537960545017
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,151,0.0123493145981483
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,152,0.0118150226084399
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,153,0.0101265653426273
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,154,0.00755542217335033
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,155,0.0044353416568239
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,156,0.00112549254422077
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,157,-0.00202604128236086
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,158,-0.00471503267715859
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,159,-0.00670730776458039
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,160,-0.00785631381533036
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,161,-0.00811094833377263
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,162,-0.00751353832703535
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,163,-0.00618881421554238
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,164,-0.00432554399913564
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,165,-0.00215310677611952
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,166,8.43589148650886e-05
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,167,0.00215351888214968
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,168,0.0038546003774895
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,169,0.00503925605654307
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,170,0.00562206315204986
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,171,0.00558491225242209
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,172,0.00497429866136878
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,173,0.00389224249001342
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,174,0.00248216207394315
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,175,0.00091145491663663
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,176,-0.000647232980098128
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,177,-0.00203405648823701
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,178,-0.00311753822218788
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,179,-0.00380621604844374
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,180,-0.00405542425482547
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,181,-0.00386881934308288
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,182,-0.00329482611299305
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,183,-0.00241869254483343
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,184,-0.00135125295798472
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,185,-0.000215771380882885
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,186,0.00086564918130512
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,187,0.00178465337598399
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,188,0.00245697209718184
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,189,0.00282958121616832
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,190,0.00288413891680538
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,191,0.00263658303887483
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,192,0.00213317906838188
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,193,0.0014436627623184
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,194,0.000652385043336189
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,195,-0.000151481588818873
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,196,-0.000883585456784553
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,197,-0.0014728837578687
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,198,-0.00186816015575471
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,199,-0.00204201726434428
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,200,-0.00199209281625756
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,201,-0.00173955878371656
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,202,-0.00132524669416783
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,203,-0.000803971238439287
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,204,-0.000237777082856716
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,205,0.000311100874696657
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,206,0.000786797033302709
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,207,0.00114523156171767
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,208,0.00135788888989413
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,209,0.00141367286646721
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,210,0.00131877907764595
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,211,0.00109474146362666
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,212,0.000774994998174061
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,213,0.000400431006179059
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,214,1.44954892915234e-05
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,215,-0.000341610174338908
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,216,-0.000633119044080229
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,217,-0.000834875328085557
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,218,-0.000933234178474791
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,219,-0.000926578984779888
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,220,-0.000824508574339937
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,221,-0.000645887172859474
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,222,-0.00041605872416142
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,223,-0.000163594584796565
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,224,8.30346600780428e-05
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,225,0.000298495436888499
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,226,0.000463029313242915
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,227,0.000564077437418095
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,228,0.000596982924503435
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,229,0.000564773432131468
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,230,0.000477127547426924
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,231,0.000348710140889093
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,232,0.00019711596813475
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,233,4.06836351675437e-05
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,234,-0.000103566447634229
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,235,-0.000221652788654812
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,236,-0.000303852562964232
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,237,-0.000345331466323954
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,238,-0.000346169381005266
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,239,-0.000310837210622381
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,240,-0.000247237353882198
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,241,-0.0001654593674561
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,242,-7.64204685840092e-05
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,243,9.4426126544282e-06
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,244,8.32860634929492e-05
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,245,0.000138668200986364
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,246,0.000171993918195981
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,247,0.000182581619967642
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,248,0.000172385531002432
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,249,0.000145443578005367
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,250,0.000107146368923737
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,251,6.34341884274228e-05
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,252,2.00263207330563e-05
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,253,-1.82279773922163e-05
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,254,-4.78119122187722e-05
10K,scheme_b_coeffs_csv,csv_table,scheme_b_kaiser,5200,5,255,-6.67819602678087e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,0,-6.25332326511275e-06
1K,firmware_current_coeffs,kaiser,kaiser,520,3,1,-1.20235956166053e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,2,-1.79440827645079e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,3,-2.40099300483106e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,4,-3.02159575322133e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,5,-3.65566614495161e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,6,-4.30262161455189e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,7,-4.96184765258218e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,8,-5.63269810126248e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,9,-6.31449550124277e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,10,-7.00653148992308e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,11,-7.70806725132339e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,12,-8.4183340177237e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,13,-9.13653362312402e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,14,-9.86183910854433e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,15,-0.000105933953789047
1K,firmware_current_coeffs,kaiser,kaiser,520,3,16,-0.00011330319911605
1K,firmware_current_coeffs,kaiser,kaiser,520,3,17,-0.000120717035162053
1K,firmware_current_coeffs,kaiser,kaiser,520,3,18,-0.000128166111451056
1K,firmware_current_coeffs,kaiser,kaiser,520,3,19,-0.00013564082754906
1K,firmware_current_coeffs,kaiser,kaiser,520,3,20,-0.000143131342179063
1K,firmware_current_coeffs,kaiser,kaiser,520,3,21,-0.000150627582829066
1K,firmware_current_coeffs,kaiser,kaiser,520,3,22,-0.000158119255849069
1K,firmware_current_coeffs,kaiser,kaiser,520,3,23,-0.000165595857037073
1K,firmware_current_coeffs,kaiser,kaiser,520,3,24,-0.000173046682687076
1K,firmware_current_coeffs,kaiser,kaiser,520,3,25,-0.000180460841119079
1K,firmware_current_coeffs,kaiser,kaiser,520,3,26,-0.000187827264647083
1K,firmware_current_coeffs,kaiser,kaiser,520,3,27,-0.000195134722013086
1K,firmware_current_coeffs,kaiser,kaiser,520,3,28,-0.000202371831241089
1K,firmware_current_coeffs,kaiser,kaiser,520,3,29,-0.000209527072921092
1K,firmware_current_coeffs,kaiser,kaiser,520,3,30,-0.000216588803909095
1K,firmware_current_coeffs,kaiser,kaiser,520,3,31,-0.000223545271419098
1K,firmware_current_coeffs,kaiser,kaiser,520,3,32,-0.000230384627504101
1K,firmware_current_coeffs,kaiser,kaiser,520,3,33,-0.000237094943908104
1K,firmware_current_coeffs,kaiser,kaiser,520,3,34,-0.000243664227266107
1K,firmware_current_coeffs,kaiser,kaiser,520,3,35,-0.00025008043465911
1K,firmware_current_coeffs,kaiser,kaiser,520,3,36,-0.000256331489475113
1K,firmware_current_coeffs,kaiser,kaiser,520,3,37,-0.000262405297587115
1K,firmware_current_coeffs,kaiser,kaiser,520,3,38,-0.000268289763814118
1K,firmware_current_coeffs,kaiser,kaiser,520,3,39,-0.00027397280865412
1K,firmware_current_coeffs,kaiser,kaiser,520,3,40,-0.000279442385269123
1K,firmware_current_coeffs,kaiser,kaiser,520,3,41,-0.000284686496693125
1K,firmware_current_coeffs,kaiser,kaiser,520,3,42,-0.000289693213259127
1K,firmware_current_coeffs,kaiser,kaiser,520,3,43,-0.000294450690217129
1K,firmware_current_coeffs,kaiser,kaiser,520,3,44,-0.000298947185510131
1K,firmware_current_coeffs,kaiser,kaiser,520,3,45,-0.000303171077706133
1K,firmware_current_coeffs,kaiser,kaiser,520,3,46,-0.000307110884053135
1K,firmware_current_coeffs,kaiser,kaiser,520,3,47,-0.000310755278634137
1K,firmware_current_coeffs,kaiser,kaiser,520,3,48,-0.000314093110599138
1K,firmware_current_coeffs,kaiser,kaiser,520,3,49,-0.000317113422459139
1K,firmware_current_coeffs,kaiser,kaiser,520,3,50,-0.000319805468400141
1K,firmware_current_coeffs,kaiser,kaiser,520,3,51,-0.000322158732614142
1K,firmware_current_coeffs,kaiser,kaiser,520,3,52,-0.000324162947607142
1K,firmware_current_coeffs,kaiser,kaiser,520,3,53,-0.000325808112465143
1K,firmware_current_coeffs,kaiser,kaiser,520,3,54,-0.000327084511053144
1K,firmware_current_coeffs,kaiser,kaiser,520,3,55,-0.000327982730119144
1K,firmware_current_coeffs,kaiser,kaiser,520,3,56,-0.000328493677278144
1K,firmware_current_coeffs,kaiser,kaiser,520,3,57,-0.000328608598858144
1K,firmware_current_coeffs,kaiser,kaiser,520,3,58,-0.000328319097566144
1K,firmware_current_coeffs,kaiser,kaiser,520,3,59,-0.000327617149962144
1K,firmware_current_coeffs,kaiser,kaiser,520,3,60,-0.000326495123712143
1K,firmware_current_coeffs,kaiser,kaiser,520,3,61,-0.000324945794588143
1K,firmware_current_coeffs,kaiser,kaiser,520,3,62,-0.000322962363196142
1K,firmware_current_coeffs,kaiser,kaiser,520,3,63,-0.000320538471403141
1K,firmware_current_coeffs,kaiser,kaiser,520,3,64,-0.00031766821843214
1K,firmware_current_coeffs,kaiser,kaiser,520,3,65,-0.000314346176610138
1K,firmware_current_coeffs,kaiser,kaiser,520,3,66,-0.000310567406735136
1K,firmware_current_coeffs,kaiser,kaiser,520,3,67,-0.000306327473038135
1K,firmware_current_coeffs,kaiser,kaiser,520,3,68,-0.000301622457716133
1K,firmware_current_coeffs,kaiser,kaiser,520,3,69,-0.00029644897500913
1K,firmware_current_coeffs,kaiser,kaiser,520,3,70,-0.000290804184796128
1K,firmware_current_coeffs,kaiser,kaiser,520,3,71,-0.000284685805693125
1K,firmware_current_coeffs,kaiser,kaiser,520,3,72,-0.000278092127613122
1K,firmware_current_coeffs,kaiser,kaiser,520,3,73,-0.000271022023782119
1K,firmware_current_coeffs,kaiser,kaiser,520,3,74,-0.000263474962174116
1K,firmware_current_coeffs,kaiser,kaiser,520,3,75,-0.000255451016349112
1K,firmware_current_coeffs,kaiser,kaiser,520,3,76,-0.000246950875670109
1K,firmware_current_coeffs,kaiser,kaiser,520,3,77,-0.000237975854876105
1K,firmware_current_coeffs,kaiser,kaiser,520,3,78,-0.0002285279029961
1K,firmware_current_coeffs,kaiser,kaiser,520,3,79,-0.000218609611566096
1K,firmware_current_coeffs,kaiser,kaiser,520,3,80,-0.000208224222155091
1K,firmware_current_coeffs,kaiser,kaiser,520,3,81,-0.000197375633155087
1K,firmware_current_coeffs,kaiser,kaiser,520,3,82,-0.000186068405835082
1K,firmware_current_coeffs,kaiser,kaiser,520,3,83,-0.000174307769629077
1K,firmware_current_coeffs,kaiser,kaiser,520,3,84,-0.000162099626646071
1K,firmware_current_coeffs,kaiser,kaiser,520,3,85,-0.000149450555389066
1K,firmware_current_coeffs,kaiser,kaiser,520,3,86,-0.00013636781365606
1K,firmware_current_coeffs,kaiser,kaiser,520,3,87,-0.000122859340624054
1K,firmware_current_coeffs,kaiser,kaiser,520,3,88,-0.000108933758082048
1K,firmware_current_coeffs,kaiser,kaiser,520,3,89,-9.46003708226416e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,90,-7.98691661634351e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,91,-6.47508125914285e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,92,-4.92566575242216e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,93,-3.33987241743147e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,94,-1.71897075101076e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,95,-6.42969306718283e-07
1K,firmware_current_coeffs,kaiser,kaiser,520,3,96,1.62274677199071e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,97,3.34069267009147e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,98,5.08800843273224e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,99,6.86309794911302e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,100,8.66430228562381e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,101,0.000104899007359046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,102,0.000123381119642054
1K,firmware_current_coeffs,kaiser,kaiser,520,3,103,0.000142070952405062
1K,firmware_current_coeffs,kaiser,kaiser,520,3,104,0.000160949517697071
1K,firmware_current_coeffs,kaiser,kaiser,520,3,105,0.000179997261111079
1K,firmware_current_coeffs,kaiser,kaiser,520,3,106,0.000199194076910088
1K,firmware_current_coeffs,kaiser,kaiser,520,3,107,0.000218519324044096
1K,firmware_current_coeffs,kaiser,kaiser,520,3,108,0.000237951843085105
1K,firmware_current_coeffs,kaiser,kaiser,520,3,109,0.000257469974040113
1K,firmware_current_coeffs,kaiser,kaiser,520,3,110,0.000277051575052122
1K,firmware_current_coeffs,kaiser,kaiser,520,3,111,0.00029667404196713
1K,firmware_current_coeffs,kaiser,kaiser,520,3,112,0.000316314328761139
1K,firmware_current_coeffs,kaiser,kaiser,520,3,113,0.000335948968806148
1K,firmware_current_coeffs,kaiser,kaiser,520,3,114,0.000355554096969156
1K,firmware_current_coeffs,kaiser,kaiser,520,3,115,0.000375105472518165
1K,firmware_current_coeffs,kaiser,kaiser,520,3,116,0.000394578502825173
1K,firmware_current_coeffs,kaiser,kaiser,520,3,117,0.000413948267842182
1K,firmware_current_coeffs,kaiser,kaiser,520,3,118,0.00043318954533619
1K,firmware_current_coeffs,kaiser,kaiser,520,3,119,0.000452276836856199
1K,firmware_current_coeffs,kaiser,kaiser,520,3,120,0.000471184394414207
1K,firmware_current_coeffs,kaiser,kaiser,520,3,121,0.000489886247854215
1K,firmware_current_coeffs,kaiser,kaiser,520,3,122,0.000508356232889223
1K,firmware_current_coeffs,kaiser,kaiser,520,3,123,0.000526568019775231
1K,firmware_current_coeffs,kaiser,kaiser,520,3,124,0.000544495142602239
1K,firmware_current_coeffs,kaiser,kaiser,520,3,125,0.000562111029164247
1K,firmware_current_coeffs,kaiser,kaiser,520,3,126,0.000579389031393255
1K,firmware_current_coeffs,kaiser,kaiser,520,3,127,0.000596302456320262
1K,firmware_current_coeffs,kaiser,kaiser,520,3,128,0.000612824597530269
1K,firmware_current_coeffs,kaiser,kaiser,520,3,129,0.000628928767085276
1K,firmware_current_coeffs,kaiser,kaiser,520,3,130,0.000644588327884283
1K,firmware_current_coeffs,kaiser,kaiser,520,3,131,0.00065977672641529
1K,firmware_current_coeffs,kaiser,kaiser,520,3,132,0.000674467525885296
1K,firmware_current_coeffs,kaiser,kaiser,520,3,133,0.000688634439671303
1K,firmware_current_coeffs,kaiser,kaiser,520,3,134,0.000702251365075309
1K,firmware_current_coeffs,kaiser,kaiser,520,3,135,0.000715292417334314
1K,firmware_current_coeffs,kaiser,kaiser,520,3,136,0.00072773196385532
1K,firmware_current_coeffs,kaiser,kaiser,520,3,137,0.000739544658635325
1K,firmware_current_coeffs,kaiser,kaiser,520,3,138,0.00075070547682633
1K,firmware_current_coeffs,kaiser,kaiser,520,3,139,0.000761189749410334
1K,firmware_current_coeffs,kaiser,kaiser,520,3,140,0.000770973197943339
1K,firmware_current_coeffs,kaiser,kaiser,520,3,141,0.000780031969324343
1K,firmware_current_coeffs,kaiser,kaiser,520,3,142,0.000788342670554346
1K,firmware_current_coeffs,kaiser,kaiser,520,3,143,0.00079588240344335
1K,firmware_current_coeffs,kaiser,kaiser,520,3,144,0.000802628799221353
1K,firmware_current_coeffs,kaiser,kaiser,520,3,145,0.000808560053017355
1K,firmware_current_coeffs,kaiser,kaiser,520,3,146,0.000813654958155357
1K,firmware_current_coeffs,kaiser,kaiser,520,3,147,0.000817892940239359
1K,firmware_current_coeffs,kaiser,kaiser,520,3,148,0.000821254090965361
1K,firmware_current_coeffs,kaiser,kaiser,520,3,149,0.000823719201643362
1K,firmware_current_coeffs,kaiser,kaiser,520,3,150,0.000825269796362363
1K,firmware_current_coeffs,kaiser,kaiser,520,3,151,0.000825888164769363
1K,firmware_current_coeffs,kaiser,kaiser,520,3,152,0.000825557394422363
1K,firmware_current_coeffs,kaiser,kaiser,520,3,153,0.000824261402664362
1K,firmware_current_coeffs,kaiser,kaiser,520,3,154,0.000821984967985361
1K,firmware_current_coeffs,kaiser,kaiser,520,3,155,0.00081871376082336
1K,firmware_current_coeffs,kaiser,kaiser,520,3,156,0.000814434373770358
1K,firmware_current_coeffs,kaiser,kaiser,520,3,157,0.000809134351135355
1K,firmware_current_coeffs,kaiser,kaiser,520,3,158,0.000802802217825353
